name,owner,url,stars,forks,watchers,created_at,updated_at,description,repo_age_days,merged_pull_requests,total_releases,days_since_last_update,primary_language,closed_issues_ratio,total_issues,closed_issues
tldraw,tldraw,https://github.com/tldraw/tldraw,41395,2660,166,2021-05-09T11:48:37Z,2025-08-21T20:20:08Z,very good whiteboard SDK / infinite canvas SDK,1565,3556,80,0,TypeScript,0.870264064293915,1742,1516
diagrams,mingrammer,https://github.com/mingrammer/diagrams,41361,2659,405,2020-02-02T15:23:24Z,2025-08-21T22:49:05Z,:art: Diagram as Code for prototyping cloud system architectures,2027,328,44,0,Python,0.41729323308270677,532,222
swiper,nolimits4web,https://github.com/nolimits4web/swiper,41333,9737,681,2012-03-14T19:11:45Z,2025-08-21T21:09:47Z,Most modern mobile touch slider with hardware accelerated transitions,4908,604,87,0,JavaScript,0.9626216968011126,5752,5537
ailearning,apachecn,https://github.com/apachecn/ailearning,41288,11576,1672,2017-02-25T08:53:02Z,2025-08-21T08:19:04Z,AiLearning：数据分析+机器学习实战+线性代数+PyTorch+NLTK+TF2,3099,478,2,0,Python,0.9739130434782609,115,112
dubbo,apache,https://github.com/apache/dubbo,41237,26536,3011,2012-06-19T07:56:02Z,2025-08-21T18:14:27Z,The java implementation of Apache Dubbo. An RPC and microservice framework.,4811,5786,111,0,Java,0.8900192466318394,7274,6474
bevy,bevyengine,https://github.com/bevyengine/bevy,41160,4062,303,2020-01-18T21:13:55Z,2025-08-21T22:41:11Z,A refreshingly simple data-driven game engine built in Rust,2042,6189,43,0,Rust,0.6697184075461229,7209,4828
vue2-elm,bailicangdu,https://github.com/bailicangdu/vue2-elm,41151,12377,1482,2016-12-23T01:49:20Z,2025-08-21T16:06:09Z,Large single page application with 45 pages built on vue2 + vuex. 基于 vue2 + vuex 构建一个具有 45 个页面的大型单页面应用,3163,21,0,0,Vue,0.8126984126984127,630,512
Pake,tw93,https://github.com/tw93/Pake,41120,7690,219,2022-10-14T09:32:57Z,2025-08-21T19:42:09Z,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 利用 Rust 轻松构建轻量级多端桌面应用,1042,100,31,0,Rust,0.88,400,352
ChatGLM-6B,zai-org,https://github.com/zai-org/ChatGLM-6B,41111,5213,395,2023-03-13T12:00:18Z,2025-08-21T15:14:57Z,ChatGLM-6B: An Open Bilingual Dialogue Language Model | 开源双语对话语言模型,892,48,0,0,Python,0.5741590214067278,1308,751
ColossalAI,hpcaitech,https://github.com/hpcaitech/ColossalAI,41104,4526,390,2021-10-28T16:19:44Z,2025-08-21T20:46:44Z,"Making large AI models cheaper, faster and more accessible",1393,3699,50,0,Python,0.7524637681159421,1725,1298
uni-app,dcloudio,https://github.com/dcloudio/uni-app,41053,3704,512,2018-07-12T08:52:39Z,2025-08-21T19:14:08Z,A cross-platform framework using Vue.js,2597,458,0,0,JavaScript,0.8598415600243754,4923,4233
jsoncrack.com,AykutSarac,https://github.com/AykutSarac/jsoncrack.com,41044,2916,226,2022-01-30T15:25:18Z,2025-08-21T22:52:18Z,"✨ Innovative and open-source visualization application that transforms various data formats, such as JSON, YAML, XML, CSV and more, into interactive graphs.",1299,85,22,0,TypeScript,0.8796992481203008,266,234
nw.js,nwjs,https://github.com/nwjs/nw.js,41033,3884,1559,2012-01-04T06:21:10Z,2025-08-21T22:55:31Z,Call all Node.js modules directly from DOM/WebWorker and enable a new way of writing applications with all Web technologies.,4978,575,0,0,JavaScript,0.8753885660224354,7399,6477
spotube,KRTirtho,https://github.com/KRTirtho/spotube,41016,1758,204,2021-02-14T03:17:58Z,2025-08-21T20:19:01Z,🎧 Open source music client! Available for both desktop & mobile!,1649,246,40,0,Dart,0.5807836822329576,1863,1082
streamlit,streamlit,https://github.com/streamlit/streamlit,41011,3663,323,2019-08-24T00:14:52Z,2025-08-21T22:00:25Z,Streamlit — A faster way to build and share data apps.,2189,5660,105,0,Python,0.7949573600296626,5394,4288
awesome-compose,docker,https://github.com/docker/awesome-compose,40903,7614,480,2020-02-13T08:51:42Z,2025-08-21T22:55:03Z,Awesome Docker Compose samples,2016,149,0,0,HTML,0.31496062992125984,127,40
styled-components,styled-components,https://github.com/styled-components/styled-components,40880,2519,345,2016-08-16T06:41:32Z,2025-08-21T16:16:52Z,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress 💅,3292,966,176,0,TypeScript,0.8977311208940061,2953,2651
black,psf,https://github.com/psf/black,40832,2613,235,2018-03-14T19:54:45Z,2025-08-21T22:53:27Z,The uncompromising Python code formatter,2717,1585,46,0,Python,0.8791773778920309,2723,2394
vuetify,vuetifyjs,https://github.com/vuetifyjs/vuetify,40687,7068,579,2016-09-12T00:39:35Z,2025-08-21T21:35:47Z,🐉 Vue Component Framework,3265,4387,605,0,TypeScript,0.9661790363709569,14902,14398
hexo,hexojs,https://github.com/hexojs/hexo,40668,4966,806,2012-09-23T15:17:08Z,2025-08-21T20:40:20Z,"A fast, simple & powerful blog framework, powered by Node.js.",4715,945,114,0,TypeScript,0.98168130489335,3985,3912
zig,ziglang,https://github.com/ziglang/zig,40642,2959,380,2015-08-06T00:51:28Z,2025-08-21T21:02:30Z,"General-purpose programming language and toolchain for maintaining robust, optimal, and reusable software.",3668,9176,20,0,Zig,0.740853891392347,13093,9700
chinese-independent-developer,1c7,https://github.com/1c7/chinese-independent-developer,40605,3352,1261,2017-09-21T11:08:23Z,2025-08-21T22:41:06Z,👩🏿‍💻👨🏾‍💻👩🏼‍💻👨🏽‍💻👩🏻‍💻中国独立开发者项目列表 -- 分享大家都在做什么,2891,314,0,0,Unknown,0.995,200,199
TrafficMonitor,zhongyang219,https://github.com/zhongyang219/TrafficMonitor,40561,3484,290,2017-07-30T02:51:17Z,2025-08-21T16:44:54Z,这是一个用于显示当前网速、CPU及内存利用率的桌面悬浮窗软件，并支持任务栏显示，支持更换皮肤。,2944,63,26,0,C++,0.37812002124269783,1883,712
fastlane,fastlane,https://github.com/fastlane/fastlane,40423,5928,728,2014-12-02T17:00:38Z,2025-08-21T19:57:16Z,🚀 The easiest way to automate building and releasing your iOS and Android apps,3915,6234,552,0,Ruby,0.9479751251327165,13186,12500
cli,cli,https://github.com/cli/cli,40357,6950,953,2019-10-03T15:24:53Z,2025-08-21T21:43:12Z,GitHub’s official command line tool,2149,2605,175,0,Go,0.8379062074333528,5139,4306
fanqiang,bannedbook,https://github.com/bannedbook/fanqiang,40294,7383,1200,2015-01-14T00:34:25Z,2025-08-21T16:34:15Z,翻墙-科学上网,3872,3,3,0,Kotlin,0.5861635220125786,795,466
mitmproxy,mitmproxy,https://github.com/mitmproxy/mitmproxy,40239,4277,627,2010-02-16T04:10:13Z,2025-08-21T19:58:50Z,An interactive TLS-capable intercepting HTTP proxy for penetration testers and software developers.,5665,2632,76,0,Python,0.9069963472885642,3559,3228
Summer2026-Internships,SimplifyJobs,https://github.com/SimplifyJobs/Summer2026-Internships,40158,3007,1493,2020-05-23T20:53:18Z,2025-08-21T22:53:42Z,Collection of Summer 2026 tech internships!,1916,1673,0,0,Unknown,0.9950698438783895,3651,3633
pure-bash-bible,dylanaraps,https://github.com/dylanaraps/pure-bash-bible,39989,3560,762,2018-06-13T01:39:33Z,2025-08-21T15:42:36Z,📖 A collection of pure bash alternatives to external processes.,2626,28,0,0,Shell,0.42857142857142855,77,33
tabler,tabler,https://github.com/tabler/tabler,39957,4236,646,2018-02-01T09:08:59Z,2025-08-21T21:33:42Z,Tabler is free and open-source HTML Dashboard UI Kit built on Bootstrap,2758,722,51,0,HTML,0.9211009174311927,1090,1004
cheat.sh,chubin,https://github.com/chubin/cheat.sh,39924,1849,581,2017-05-07T21:40:56Z,2025-08-21T20:07:50Z,the only cheat sheet you need,3028,129,0,0,Python,0.5155038759689923,258,133
WeChatMsg,LC044,https://github.com/LC044/WeChatMsg,39909,4426,197,2023-01-11T05:03:49Z,2025-08-21T22:06:12Z,,953,62,0,0,Unknown,0,0,0
DeepSpeed,deepspeedai,https://github.com/deepspeedai/DeepSpeed,39824,4524,354,2020-01-23T18:35:18Z,2025-08-21T21:54:14Z,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.",2037,2747,98,0,Python,0.6558564231738035,3176,2083
penpot,penpot,https://github.com/penpot/penpot,39732,2122,231,2015-12-29T22:09:07Z,2025-08-21T22:23:54Z,Penpot: The open-source design tool for design and code collaboration,3523,4515,59,0,Clojure,0.7442708333333333,1920,1429
GitHubDaily,GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,39729,4128,1362,2018-12-30T13:56:58Z,2025-08-21T22:06:10Z,"坚持分享 GitHub 上高质量、有趣实用的开源技术教程、开发者工具、编程网站、技术资讯。A list cool, interesting projects of GitHub.",2426,3,0,0,Unknown,0.3060869565217391,575,176
AI-For-Beginners,microsoft,https://github.com/microsoft/AI-For-Beginners,39721,7724,452,2021-03-03T16:27:36Z,2025-08-21T22:49:42Z,"12 Weeks, 24 Lessons, AI for All!",1632,171,0,0,Jupyter Notebook,0.7969924812030075,133,106
zod,colinhacks,https://github.com/colinhacks/zod,39618,1569,70,2020-03-07T20:59:08Z,2025-08-21T22:30:15Z,TypeScript-first schema validation with static type inference,1993,840,179,0,TypeScript,0.9286506469500925,2705,2512
50projects50days,bradtraversy,https://github.com/bradtraversy/50projects50days,39582,9609,622,2020-11-16T14:39:01Z,2025-08-21T22:14:28Z,"50+ mini web projects using HTML, CSS & JS",1739,44,0,0,CSS,0,0,0
gradio,gradio-app,https://github.com/gradio-app/gradio,39570,3029,191,2018-12-19T08:24:04Z,2025-08-21T21:35:50Z,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!",2437,4750,1000,0,Python,0.9274995784859215,5931,5501
chakra-ui,chakra-ui,https://github.com/chakra-ui/chakra-ui,39570,3468,201,2019-08-17T14:27:54Z,2025-08-21T21:46:10Z,Chakra UI is a component system for building SaaS products with speed ⚡️,2196,2811,1000,0,TypeScript,1.0,4148,4148
helix,helix-editor,https://github.com/helix-editor/helix,39539,3006,200,2020-06-01T04:26:56Z,2025-08-21T23:00:16Z,A post-modern modal text editor.,1907,4247,30,0,Rust,0.8432794199665365,5379,4536
awesome-remote-job,lukasz-madon,https://github.com/lukasz-madon/awesome-remote-job,39502,4244,1122,2015-01-02T00:31:34Z,2025-08-21T18:38:59Z,A curated list of awesome remote jobs and resources. Inspired by https://github.com/vinta/awesome-python,3884,592,0,0,Unknown,0.9493670886075949,79,75
slidev,slidevjs,https://github.com/slidevjs/slidev,39475,1644,147,2021-04-24T01:25:23Z,2025-08-21T22:06:11Z,Presentation Slides for Developers,1580,711,394,0,TypeScript,0.8845836768342952,1213,1073
ai-hedge-fund,virattt,https://github.com/virattt/ai-hedge-fund,39474,6951,492,2024-11-29T16:30:01Z,2025-08-21T22:27:19Z,An AI Hedge Fund Team,265,33,0,0,Python,0.9124423963133641,217,198
bert,google-research,https://github.com/google-research/bert,39438,9700,998,2018-10-25T22:57:34Z,2025-08-21T22:23:06Z,TensorFlow code and pre-trained models for BERT,2492,32,0,0,Python,0.31004366812227074,1145,355
wrk,wg,https://github.com/wg/wrk,39398,3015,750,2012-03-20T11:12:28Z,2025-08-21T20:06:46Z,Modern HTTP benchmarking tool,4902,0,0,0,C,0.645320197044335,406,262
php-src,php,https://github.com/php/php-src,39388,7934,1370,2011-06-16T01:52:25Z,2025-08-21T22:57:22Z,The PHP Interpreter,5180,4257,23,0,C,0.8088847755668672,4322,3496
zju-icicles,QSCTech,https://github.com/QSCTech/zju-icicles,39375,9552,1106,2016-06-28T16:17:32Z,2025-08-21T15:28:18Z,浙江大学课程攻略共享计划,3341,224,0,0,HTML,0.8846153846153846,78,69
MoneyPrinterTurbo,harry0703,https://github.com/harry0703/MoneyPrinterTurbo,39334,5700,289,2024-03-11T02:57:34Z,2025-08-21T22:06:17Z,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.,528,136,9,0,Python,0.6858638743455497,573,393
legado,gedoor,https://github.com/gedoor/legado,39276,4540,279,2019-05-22T04:18:58Z,2025-08-21T22:45:33Z,"Legado 3.0 Book Reader with powerful controls & full functions❤️阅读3.0, 阅读是一款可以自定义来源阅读网络内容的工具，为广大网络文学爱好者提供一种方便、快捷舒适的试读体验。",2283,1134,115,0,Kotlin,0.9861859838274932,2968,2927
esbuild,evanw,https://github.com/evanw/esbuild,39247,1234,274,2016-06-14T16:08:50Z,2025-08-21T18:57:05Z,An extremely fast bundler for the web,3355,246,301,0,Go,0.8635275339185954,3759,3246
fd,sharkdp,https://github.com/sharkdp/fd,39245,916,152,2017-05-09T21:27:10Z,2025-08-21T23:00:41Z,"A simple, fast and user-friendly alternative to 'find'",3026,651,40,0,Rust,0.8582333696837514,917,787
Deep-Learning-Papers-Reading-Roadmap,floodsung,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,39228,7348,2086,2016-10-14T11:49:48Z,2025-08-21T11:03:13Z,Deep Learning papers reading roadmap for anyone who are eager to learn this amazing tech!,3233,28,0,0,Python,0.08771929824561403,57,5
upscayl,upscayl,https://github.com/upscayl/upscayl,39180,1816,181,2022-07-30T17:19:20Z,2025-08-21T21:32:45Z,"🆙 Upscayl - #1 Free and Open Source AI Image Upscaler for Linux, MacOS and Windows.",1118,100,29,0,TypeScript,0.9379600420609885,951,892
English-level-up-tips,byoungd,https://github.com/byoungd/English-level-up-tips,39156,4227,917,2017-05-30T07:18:52Z,2025-08-21T16:59:04Z,An advanced guide to learn English which might benefit you a lot 🎉 .  离谱的英语学习指南/英语学习教程。,3005,26,0,0,HTML,0.7128712871287128,101,72
winutil,ChrisTitusTech,https://github.com/ChrisTitusTech/winutil,39104,2099,325,2022-04-28T02:25:19Z,2025-08-21T21:58:42Z,"Chris Titus Tech's Windows Utility - Install Programs, Tweaks, Fixes, and Updates",1211,846,22,0,PowerShell,0.8984210526315789,1900,1707
video.js,videojs,https://github.com/videojs/video.js,39059,7514,1257,2010-05-14T18:45:10Z,2025-08-21T17:38:10Z,Video.js - open source HTML5 video player,5578,1801,332,0,JavaScript,0.8928306092124815,5384,4807
FastChat,lm-sys,https://github.com/lm-sys/FastChat,39016,4737,361,2023-03-19T00:18:02Z,2025-08-21T18:57:52Z,"An open platform for training, serving, and evaluating large language models. Release repo for Vicuna and Chatbot Arena.",886,849,14,0,Python,0.5613480779357557,1899,1066
materialize,Dogfalo,https://github.com/Dogfalo/materialize,38962,4696,958,2014-09-12T19:35:38Z,2025-08-21T21:14:39Z,"Materialize, a CSS Framework based on Material Design",3996,449,41,0,JavaScript,0.8806970509383378,5222,4599
tidb,pingcap,https://github.com/pingcap/tidb,38903,5999,1239,2015-09-06T04:01:52Z,2025-08-21T21:05:13Z,"TiDB - the open-source, cloud-native, distributed SQL database designed for modern applications.",3637,33094,210,0,Go,0.810087348548887,21294,17250
pandoc,jgm,https://github.com/jgm/pandoc,38865,3597,519,2010-03-20T20:34:23Z,2025-08-21T21:25:15Z,Universal markup converter,5633,1684,147,0,Haskell,0.8787878787878788,7986,7018
vim,vim,https://github.com/vim/vim,38809,5784,667,2015-08-18T21:03:56Z,2025-08-21T19:36:25Z,The official Vim repository,3656,440,0,0,Vim Script,0.8301950235373234,8922,7407
gorm,go-gorm,https://github.com/go-gorm/gorm,38733,4079,492,2013-10-25T08:31:38Z,2025-08-21T21:41:13Z,"The fantastic ORM library for Golang, aims to be developer friendly",4318,753,5,0,Go,0.9242045643844744,6003,5548
tmux,tmux,https://github.com/tmux/tmux,38621,2247,439,2015-06-03T23:32:55Z,2025-08-21T19:33:44Z,tmux source code,3731,1,37,0,C,0.9843960182943233,3717,3659
curl,curl,https://github.com/curl/curl,38611,6824,779,2010-03-18T22:32:22Z,2025-08-21T21:58:21Z,"A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, POP3, POP3S, RTMP, RTMPS, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET, TFTP, WS and WSS. libcurl offers a myriad of powerful features",5635,198,91,0,C,0.9976703552708212,5151,5139
mem0,mem0ai,https://github.com/mem0ai/mem0,38582,4013,197,2023-06-20T08:58:36Z,2025-08-21T21:51:57Z,Universal memory layer for AI Agents; Announcing OpenMemory MCP - local and secure memory management.,793,1667,265,0,Python,0.6715462031107045,1093,734
ray,ray-project,https://github.com/ray-project/ray,38577,6728,491,2016-10-25T19:38:30Z,2025-08-21T22:39:22Z,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,3222,27154,108,0,Python,0.8710263396911898,20919,18221
remote-jobs,remoteintech,https://github.com/remoteintech/remote-jobs,38568,3739,1068,2015-10-13T03:49:25Z,2025-08-21T20:24:16Z,A list of semi to fully remote-friendly companies (jobs) in tech.,3600,1283,0,0,JavaScript,0.8842105263157894,190,168
chatgpt-on-wechat,zhayujie,https://github.com/zhayujie/chatgpt-on-wechat,38565,9386,272,2022-08-07T08:33:41Z,2025-08-21T15:08:05Z,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择ChatGPT/Claude/DeepSeek/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。,1110,261,63,0,Python,0.8499249624812406,1999,1699
aria2,aria2,https://github.com/aria2/aria2,38517,3737,745,2010-11-27T09:41:48Z,2025-08-21T21:48:55Z,"aria2 is a lightweight multi-protocol & multi-source, cross platform download utility operated in command-line. It supports HTTP/HTTPS, FTP, SFTP, BitTorrent and Metalink.",5381,253,24,0,C++,0.4357482813326282,1891,824
styleguide,google,https://github.com/google/styleguide,38431,13000,1258,2015-05-20T19:18:59Z,2025-08-21T22:02:52Z,Style guides for Google-originated open-source projects,3746,194,0,0,HTML,0.6732394366197183,355,239
bark,suno-ai,https://github.com/suno-ai/bark,38398,4601,335,2023-04-07T19:34:48Z,2025-08-21T22:10:01Z,🔊 Text-Prompted Generative Audio Model,867,19,0,0,Jupyter Notebook,0.509594882729211,469,239
RSSHub,DIYgod,https://github.com/DIYgod/RSSHub,38395,8455,366,2018-04-02T14:43:21Z,2025-08-21T20:30:17Z,🧡 Everything is RSSible,2698,11055,0,0,TypeScript,0.9420741713160485,6094,5741
daisyui,saadeghi,https://github.com/saadeghi/daisyui,38374,1526,157,2020-11-28T22:57:27Z,2025-08-21T22:17:36Z,"🌼 🌼 🌼 🌼 🌼  The most popular, free and open-source Tailwind CSS component library",1727,426,100,0,Svelte,0.9766852508869741,1973,1927
quivr,QuivrHQ,https://github.com/QuivrHQ/quivr,38315,3673,282,2023-05-12T23:53:30Z,2025-08-21T17:43:43Z,"Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want. ",831,1819,354,0,Python,0.9986970684039088,1535,1533
phaser,phaserjs,https://github.com/phaserjs/phaser,38288,7122,1191,2013-04-12T12:27:51Z,2025-08-21T23:06:43Z,"Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering.",4514,1729,171,0,JavaScript,0.9824291675818142,4553,4473
trpc,trpc,https://github.com/trpc/trpc,38272,1398,90,2020-07-18T01:17:11Z,2025-08-21T21:34:59Z,🧙‍♀️  Move Fast and Break Nothing. End-to-end typesafe APIs made easy. ,1860,3711,218,0,TypeScript,0.8877630553390491,1283,1139
Files,files-community,https://github.com/files-community/Files,38227,2399,399,2019-01-04T18:19:14Z,2025-08-21T21:56:59Z,A modern file manager that helps users organize their files and folders.,2421,5337,123,0,C#,0.9531220524429352,10602,10105
plane,makeplane,https://github.com/makeplane/plane,38219,2603,138,2022-11-19T12:55:01Z,2025-08-21T22:36:22Z,"🔥 🔥 🔥 Open Source JIRA, Linear, Monday, and Asana Alternative. Plane helps you track your issues, epics, and cycles the easiest way on the planet.",1006,5591,48,0,TypeScript,0.6603343465045592,1316,869
photoprism,photoprism,https://github.com/photoprism/photoprism,38152,2126,335,2018-01-27T12:00:15Z,2025-08-21T17:40:44Z,AI-Powered Photos App for the Decentralized Web 🌈💎✨,2763,811,78,0,Go,0.8219235615287694,2381,1957
logseq,logseq,https://github.com/logseq/logseq,38104,2267,234,2020-05-23T00:06:06Z,2025-08-21T19:56:37Z,"A privacy-first, open-source platform for knowledge management and collaboration. Download link:  http://github.com/logseq/logseq/releases. roadmap: http://trello.com/b/8txSM12G/roadmap",1916,3066,150,0,Clojure,0.8454155089669109,7918,6694
MPAndroidChart,PhilJay,https://github.com/PhilJay/MPAndroidChart,38087,9052,1107,2014-04-25T14:29:47Z,2025-08-21T21:17:24Z,"A powerful 🚀 Android chart view / graph view library, supporting line- bar- pie- radar- bubble- and candlestick charts as well as scaling, panning and animations.",4136,191,44,0,Java,0.5841225065484585,4963,2899
free,freefq,https://github.com/freefq/free,38067,5704,850,2020-06-07T02:48:33Z,2025-08-21T16:35:38Z,翻墙、免费翻墙、免费科学上网、免费节点、免费梯子、免费ss/v2ray/trojan节点、蓝灯、谷歌商店、翻墙梯子,1901,0,0,0,Unknown,0.2883845126835781,749,216
impress.js,impress,https://github.com/impress/impress.js,38040,6643,1215,2011-12-28T22:23:19Z,2025-08-21T17:40:49Z,It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com.,4985,120,15,0,JavaScript,0.8923395445134575,483,431
leveldb,google,https://github.com/google/leveldb,38024,8050,1321,2014-08-27T21:17:52Z,2025-08-21T22:00:43Z,LevelDB is a fast key-value storage library written at Google that provides an ordered mapping from string keys to string values.,4012,64,21,0,C++,0.6911196911196911,777,537
shellcheck,koalaman,https://github.com/koalaman/shellcheck,37957,1846,414,2012-11-17T03:15:11Z,2025-08-21T19:20:47Z,"ShellCheck, a static analysis tool for shell scripts",4660,306,30,0,Haskell,0.6032303370786517,2848,1718
preact,preactjs,https://github.com/preactjs/preact,37885,2019,396,2015-09-11T02:40:18Z,2025-08-21T16:20:52Z,⚛️ Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,3632,1918,231,0,JavaScript,0.97094558901215,1893,1838
appsmith,appsmithorg,https://github.com/appsmithorg/appsmith,37749,4199,292,2020-06-30T04:07:36Z,2025-08-21T17:17:56Z,"Platform to build admin panels, internal tools, and dashboards. Integrates with 25+ databases and any API.",1878,13948,290,0,TypeScript,0.8156633150905774,23571,19226
ccxt,ccxt,https://github.com/ccxt/ccxt,37714,8112,941,2017-05-14T15:41:56Z,2025-08-21T22:58:52Z,A JavaScript / TypeScript / Python / C# / PHP / Go cryptocurrency trading API with support for more than 100 bitcoin/altcoin exchanges,3021,13368,173,0,Python,0.9246907924874026,10915,10093
cal.com,calcom,https://github.com/calcom/cal.com,37640,10301,173,2021-03-22T13:47:42Z,2025-08-21T22:37:07Z,Scheduling infrastructure for absolutely everyone.,1613,10523,509,0,TypeScript,0.8589078329626884,8094,6952
novu,novuhq,https://github.com/novuhq/novu,37632,4108,174,2021-08-26T15:22:44Z,2025-08-21T19:54:33Z,"The open-source notification Inbox infrastructure. E-mail, SMS, Push and Slack Integrations.",1456,6012,50,0,TypeScript,0.8634959851760345,1619,1398
Awesome-Design-Tools,goabstract,https://github.com/goabstract/Awesome-Design-Tools,37616,2147,572,2019-02-12T13:55:30Z,2025-08-21T19:50:21Z,The best design tools and plugins for everything 👉,2382,283,0,0,JavaScript,0.5813953488372093,43,25
ChatTTS,2noise,https://github.com/2noise/ChatTTS,37586,4065,210,2024-05-27T18:26:49Z,2025-08-21T18:47:16Z,A generative speech model for daily dialogue.,451,214,6,0,Python,0.8948170731707317,656,587
python-cheatsheet,gto76,https://github.com/gto76/python-cheatsheet,37580,6652,966,2018-01-25T04:16:53Z,2025-08-21T12:52:52Z,Comprehensive Python Cheatsheet,2765,14,0,0,Python,0.9230769230769231,65,60
system-design,karanpratapsingh,https://github.com/karanpratapsingh/system-design,37530,4520,326,2022-08-15T18:59:54Z,2025-08-21T20:56:05Z,Learn how to design systems at scale and prepare for system design interviews,1102,11,0,0,Unknown,0.9545454545454546,22,21
freecodecamp.cn,FreeCodeCampChina,https://github.com/FreeCodeCampChina/freecodecamp.cn,37457,1392,781,2016-09-30T03:13:43Z,2025-08-20T07:57:34Z,FCC China open source codebase and curriculum. Learn to code and help nonprofits.,3247,55,0,1,CSS,0.7593856655290102,586,445
Open-Assistant,LAION-AI,https://github.com/LAION-AI/Open-Assistant,37452,3297,439,2022-12-13T05:24:17Z,2025-08-21T19:09:29Z,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",982,1614,127,0,Python,0.8613981762917933,1645,1417
fiber,gofiber,https://github.com/gofiber/fiber,37434,1845,283,2020-01-16T03:59:20Z,2025-08-21T21:53:04Z,⚡️ Express inspired web framework written in Go,2044,1807,127,0,Go,0.9503184713375796,1570,1492
ant-design-pro,ant-design,https://github.com/ant-design/ant-design-pro,37426,8206,741,2017-08-25T10:40:44Z,2025-08-21T09:27:42Z,👨🏻‍💻👩🏻‍💻 Use Ant Design like a Pro!,2918,1008,26,0,TypeScript,0.9843141275374205,9754,9601
Free-Certifications,cloudcommunity,https://github.com/cloudcommunity/Free-Certifications,37404,2564,730,2020-07-31T10:26:19Z,2025-08-21T22:54:40Z,A curated list of free courses with certifications. Also available at https://free-certifications.com/,1847,114,0,0,Unknown,0.6509433962264151,106,69
jan,menloresearch,https://github.com/menloresearch/jan,37327,2189,193,2023-08-17T02:17:10Z,2025-08-21T22:11:10Z,Jan is an open source alternative to ChatGPT that runs 100% offline on your computer,735,2674,87,0,TypeScript,0.954002808988764,2848,2717
tutorials,eugenp,https://github.com/eugenp/tutorials,37230,54163,1494,2013-04-29T18:26:36Z,2025-08-21T19:39:40Z,Getting Started with Spring Boot 3: ,4497,13366,0,0,Java,0.9784537389100126,789,772
data-engineer-handbook,DataExpert-io,https://github.com/DataExpert-io/data-engineer-handbook,37210,7114,442,2023-11-19T19:47:41Z,2025-08-21T22:23:37Z,This is a repo with links to everything you'd ever want to learn about data engineering,641,171,0,0,Jupyter Notebook,0.8311688311688312,77,64
lapce,lapce,https://github.com/lapce/lapce,37189,1176,196,2018-02-06T08:41:06Z,2025-08-21T22:06:52Z,Lightning-fast and Powerful Code Editor written in Rust,2753,1171,32,0,Rust,0.5953464845725848,1977,1177
istio,istio,https://github.com/istio/istio,37164,8051,970,2016-11-18T23:57:21Z,2025-08-21T18:42:24Z,"Connect, secure, control, and observe services.",3197,28434,393,0,Go,0.9778786159954623,21156,20688
payload,payloadcms,https://github.com/payloadcms/payload,37059,2819,139,2021-01-05T18:49:45Z,2025-08-21T22:11:43Z,"Payload is the open-source, fullstack Next.js framework, giving you instant backend superpowers. Get a full TypeScript backend and admin panel instantly. Use Payload as a headless CMS or for building powerful applications.",1689,5819,522,0,TypeScript,0.8986088817549491,3738,3359
tesseract.js,naptha,https://github.com/naptha/tesseract.js,37050,2331,482,2015-06-24T02:49:52Z,2025-08-21T20:11:21Z,Pure Javascript OCR for more than 100 Languages 📖🎉🖥,3711,195,56,0,JavaScript,0.9573002754820936,726,695
full-stack-fastapi-template,fastapi,https://github.com/fastapi/full-stack-fastapi-template,37034,7016,293,2019-02-23T15:08:34Z,2025-08-21T21:36:20Z,"Full stack, modern web application template. Using FastAPI, React, SQLModel, PostgreSQL, Docker, GitHub Actions, automatic HTTPS and more.",2371,411,10,0,TypeScript,0.6046511627906976,430,260
